id,y
1,81.16938781738281
2,101.4441909790039
3,79.47879028320312
4,79.39086151123047
5,112.81172943115234
8,97.56593322753906
10,112.19940948486328
11,97.8619384765625
12,115.8392333984375
14,98.12928009033203
15,116.03144836425781
16,107.0029067993164
17,98.79261016845703
19,98.09436798095703
20,105.24132537841797
21,99.71524810791016
22,115.67119598388672
23,98.79261016845703
26,95.14544677734375
28,95.07579040527344
29,95.35893249511719
33,95.35893249511719
35,94.86625671386719
41,95.35893249511719
42,94.46317291259766
43,116.44953918457031
45,103.82730102539062
46,104.29723358154297
51,94.41219329833984
53,79.29271697998047
55,112.94841003417969
56,94.41219329833984
57,105.39892578125
58,94.99838256835938
59,103.87678527832031
63,112.8738021850586
64,94.42826080322266
65,105.24132537841797
69,94.99838256835938
71,94.79393005371094
72,103.85757446289062
73,94.41219329833984
76,103.98651123046875
77,104.99913787841797
78,115.2787094116211
82,94.69560241699219
83,105.0128173828125
84,94.41219329833984
85,103.62605285644531
87,112.30123901367188
88,95.35893249511719
89,113.17021179199219
91,94.41219329833984
93,94.50606536865234
94,105.24481201171875
95,94.42826080322266
96,111.02899169921875
97,94.7694320678711
98,112.27106475830078
99,94.41219329833984
101,104.43364715576172
103,113.17021179199219
104,94.20850372314453
105,112.00193786621094
110,94.50606536865234
111,112.4345703125
113,112.1095199584961
114,94.41219329833984
115,116.29021453857422
117,113.17021179199219
120,94.24342346191406
121,111.99040222167969
122,94.45057678222656
123,112.84117126464844
126,112.61275482177734
132,111.9276351928711
135,104.93905639648438
137,104.9932861328125
138,94.37727355957031
140,94.41219329833984
142,112.14794158935547
144,112.44462585449219
148,94.7345199584961
149,112.11585998535156
155,94.37727355957031
156,112.2206039428711
157,94.7694320678711
162,112.65110778808594
163,94.71051788330078
167,94.42826080322266
172,116.22102355957031
179,112.56710815429688
180,94.69560241699219
181,112.05110168457031
182,94.46317291259766
183,113.17021179199219
185,113.17021179199219
187,112.48046112060547
188,94.69560241699219
189,94.41219329833984
191,94.24342346191406
192,111.69843292236328
193,94.42826080322266
194,112.6370849609375
195,94.84568786621094
196,112.69461059570312
198,94.86625671386719
199,112.67195129394531
201,104.5670166015625
204,94.37727355957031
205,106.77439880371094
206,94.41219329833984
210,94.41219329833984
211,104.43364715576172
216,112.2206039428711
219,115.9850082397461
220,94.8107681274414
221,112.5042953491211
226,112.05110168457031
227,94.24342346191406
228,112.30123901367188
230,112.2206039428711
231,94.7694320678711
235,115.44268035888672
236,94.41219329833984
238,113.11824035644531
242,104.79732513427734
243,94.41219329833984
244,78.97998046875
245,111.22130584716797
247,112.52340698242188
248,94.16716766357422
249,94.46317291259766
250,112.11801147460938
251,94.41219329833984
253,115.44268035888672
254,94.24342346191406
256,94.46317291259766
257,94.7345199584961
258,112.82841491699219
259,94.41219329833984
262,80.0292739868164
266,94.20850372314453
267,112.10688018798828
272,104.41223907470703
273,113.17021179199219
275,94.69560241699219
276,113.08206176757812
279,94.54808044433594
280,105.0128173828125
283,94.15528869628906
285,112.30123901367188
288,113.17021179199219
289,94.51316833496094
290,104.5670166015625
291,94.4363784790039
292,111.83953857421875
293,112.1513442993164
296,94.90155792236328
297,112.19873809814453
298,115.2787094116211
299,94.69560241699219
304,94.20850372314453
305,88.60488891601562
306,94.37727355957031
307,112.05110168457031
311,107.34917449951172
313,112.05110168457031
314,94.24342346191406
316,94.42826080322266
324,94.42826080322266
327,94.56414794921875
329,94.20850372314453
330,112.52228546142578
337,104.74823760986328
338,94.41219329833984
339,105.584228515625
340,94.42826080322266
343,94.37727355957031
345,115.61072540283203
346,94.42826080322266
347,112.10688018798828
349,111.911376953125
350,94.41219329833984
352,112.48460388183594
353,94.24342346191406
354,79.67996215820312
357,94.41219329833984
358,112.7867431640625
362,112.8285903930664
364,115.71009063720703
365,104.00274658203125
366,94.69560241699219
367,112.52228546142578
368,94.37727355957031
370,79.2195053100586
373,94.99838256835938
377,94.24342346191406
378,112.14862823486328
382,103.98651123046875
384,112.30123901367188
390,94.42826080322266
392,111.93266296386719
393,111.70779418945312
395,94.711669921875
396,104.92868041992188
399,78.57837677001953
406,112.05110168457031
408,112.05110168457031
409,94.20850372314453
410,79.25072479248047
412,112.69786071777344
413,94.13224792480469
419,94.37727355957031
420,111.8899917602539
421,94.13224792480469
430,103.6591567993164
434,94.41219329833984
436,94.66068267822266
437,94.41219329833984
438,94.37727355957031
439,114.10652160644531
440,94.41219329833984
443,113.2120361328125
446,94.37727355957031
448,94.37727355957031
452,94.42826080322266
453,104.28629302978516
457,104.31130981445312
458,94.41219329833984
459,114.09507751464844
460,104.28629302978516
462,104.76478576660156
464,104.14537048339844
465,115.9850082397461
467,115.63230895996094
471,112.34515380859375
472,79.25072479248047
473,94.3166275024414
475,94.37727355957031
480,94.50606536865234
488,112.50289154052734
490,112.05110168457031
491,104.43364715576172
492,79.37136840820312
493,94.41219329833984
497,94.42826080322266
498,111.92445373535156
499,94.71051788330078
500,104.06871795654297
501,94.41219329833984
502,112.21269989013672
506,79.29271697998047
510,112.09379577636719
511,94.15528869628906
512,94.20850372314453
516,94.41219329833984
518,94.24342346191406
519,112.25357055664062
521,94.37727355957031
522,112.38766479492188
526,112.27001953125
529,94.41219329833984
532,112.16769409179688
533,94.37727355957031
536,112.6669692993164
537,103.13748931884766
539,94.41219329833984
540,104.43364715576172
541,94.66068267822266
543,94.41219329833984
546,112.57344055175781
547,94.41219329833984
548,79.67996215820312
551,94.41219329833984
552,104.33963012695312
556,104.24127197265625
557,94.71051788330078
558,112.52228546142578
559,94.41219329833984
560,106.88837432861328
562,106.77439880371094
566,94.71051788330078
570,111.92445373535156
571,94.41219329833984
572,105.0128173828125
573,94.69560241699219
575,115.9850082397461
576,112.21922302246094
577,94.46317291259766
579,94.13224792480469
580,112.44303894042969
581,111.9276351928711
589,112.05110168457031
591,103.71775817871094
593,94.41219329833984
594,103.77658081054688
595,94.711669921875
598,94.41219329833984
602,112.66547393798828
604,112.39309692382812
606,112.31997680664062
608,94.69560241699219
609,104.43364715576172
610,94.41219329833984
616,112.19375610351562
617,94.70171356201172
618,103.49181365966797
620,104.29151916503906
622,112.90090942382812
623,94.16716766357422
624,116.97314453125
626,111.94037628173828
628,112.07618713378906
629,94.41219329833984
630,112.2206039428711
637,94.69560241699219
638,104.3625259399414
643,94.59906768798828
645,94.50606536865234
646,115.42558288574219
648,94.79393005371094
652,94.71051788330078
653,94.41219329833984
654,111.92445373535156
656,112.2623062133789
657,95.09272766113281
659,94.37727355957031
660,104.33849334716797
663,94.20850372314453
664,112.72198486328125
666,104.57508087158203
668,112.26285552978516
669,94.37727355957031
671,94.71051788330078
675,94.41219329833984
677,94.41219329833984
678,111.22130584716797
679,105.06732177734375
682,94.71051788330078
685,104.28629302978516
687,94.37727355957031
688,94.15528869628906
